feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
2.365397735617739,-2.405070211852649,1.4545298125768045,0.6354537186648757,0.3314852620217588,0.2554835301955555,0.1417658589610795,-1.8844584265608013,-1.619776758022065,0.42321237445701776
1.4663588313902067,1.4318378764526818,2.4926884931033477,1.6627408686266065,0.8455260998852114,2.7681287809159603,1.1512196407856137,-1.2784318450762924,-0.07690288718292071,-0.721963327125129
0.8181209847330277,-0.40840875565876855,-1.2305455535022998,1.7091576471435213,1.5910193057751172,1.0304781154870233,-0.20576859802966765,0.31240745394608027,2.566688762896697,0.8899875622171
0.1731303834409308,-2.01946067528689,-0.303312423459996,0.2227064902543303,0.5317448831256588,-0.3400937264153201,0.18676205484824018,-3.1335642358848785,2.6822465897416943,2.633537940031605
-1.0753385059380822,1.2318630689875474,-1.1691581370654385,-1.186857719907273,-0.7150218680302427,3.330300655720813,-1.0285765255061254,1.8406201361967307,1.0021009300257386,-1.1518683845867739
1.3707826925629625,1.324738241473855,2.1910314651778453,2.9560776090663,-0.5777505081541768,-0.09832464443731836,-0.6041676033158545,-1.9825685055010533,1.0750509542786642,0.14280939244258323
1.5916927114749788,-1.1341471431699262,-0.9131433146253295,1.074932440943418,0.4233419486085754,0.9982925850835328,2.0807659040391893,1.4329489333581678,-0.12343197472758849,-0.679440922931713
1.2815031978093299,0.07746998869838606,0.8913471846174151,2.4738295605998566,-0.25295169922576405,-0.3940633406274806,1.5133362783557256,-1.5958041893424317,1.5769486008000766,0.6983208157562021
0.7042790760050432,0.727898417799746,0.12385120427831783,0.8299034242262826,0.48178370786128394,1.4328084591606922,-0.6958614201447756,1.1477184091694148,-0.19428723836601747,1.182352844091784
-0.2531779757601314,0.6623064182645251,-1.5116618729393365,-0.22500248368231046,-1.3162700410740993,2.349601889389082,-0.8082184087866364,2.4264623413868254,0.7257535022226863,0.6186301201097418
1.0537280984678283,0.9848522951086816,1.594107396214397,2.4911659201148653,-1.0642215103355075,-0.3631473860007295,0.9952112224773986,-1.6520962961881605,1.1383897673500467,1.0160935216469669
